Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Vietnam,VNM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1167709961
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,106290
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,39552.1686
Virgin Islands (U.S.),VIR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,4803269
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3233.568638
West Bank and Gaza,PSE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2029969971
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,32284046
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,..
"Yemen, Rep.",YEM,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2543550049
Zambia,ZMB,"Population, total",SP.POP.TOTL,18927715
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,956.8313639
Zambia,ZMB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1015869995
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,15669666
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1372.696674
Zimbabwe,ZWE,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,984070007.3
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 12/22/2022,,,,
